id,z,coverage,coverage_class
c1c54ad4ba,850,0.0,0
395e668f22,949,0.0,0
4848a3a509,729,0.0,0
d9fb5b47e2,176,0.21086168022742868,3
4985566e7d,105,0.0,0
a554d2d4a3,481,0.0,0
a4e8ba21d1,461,0.7407116949318694,8
401b591c07,484,0.0,0
79fed5a697,706,0.0,0
9736389261,657,0.0,0
2717821409,609,0.7863934908342319,8
ccd6841e90,484,0.0,0
8e13060816,164,0.0,0
24f27c4087,821,0.03930987158121753,1
a9df598e16,350,0.0,0
5a3c38104c,876,0.3359474561317518,4
a0ea88f6a5,281,0.0,0
299ba3cf34,715,0.48759925497500245,5
82c340f4e5,474,0.7979609842172336,8
4be85a3110,352,0.00029408881482207626,1
36f9ab3ee0,471,0.821390059798059,9
483372b203,421,0.9966669934320165,10
0249c49180,402,0.017449269679443193,1
56ac5605d2,245,0.0,0
99817a653e,252,0.0,0
cdc7d77e77,731,0.2428193314380943,3
86866ba71d,230,0.2736986569944123,3
d7a53f942a,456,0.0,0
690b1ce5f7,720,0.7798255073032055,8
3f22f2ef0e,695,0.0,0
6ddd6a2ec1,455,0.3775120086266052,4
f9b7196dfc,432,0.009900990099009901,1
59ceec4f7c,600,0.4881874326046466,5
16589f0702,705,0.0015684736790510733,1
a3e0a0c779,55,0.0,0
a9ee40cf0d,438,0.5445544554455446,6
66e922c8d6,730,0.0,0
19bd49e478,758,0.004509361827271836,1
c83d9529bd,822,0.594059405940594,6
17d70fee5c,454,0.5599451034212332,6
5e95137d5f,308,0.0,0
de95e861ac,251,0.0,0
2f20c083c2,408,0.0,0
c593c662f1,677,0.0,0
cc6abe337d,187,0.0,0
104ce199d8,484,0.06499362807567885,1
03eed26d3e,183,0.0,0
0aab0afa9c,331,0.05009312812469366,1
99d3fbf9f1,204,0.5013233996666994,6
af71ca4ab3,302,0.25595529850014703,3
0cf9c803b8,688,0.015096559160866581,1
ecdd648857,574,0.512890893049701,6
7aef9898fa,535,0.5842564454465249,6
05be526826,308,0.9504950495049505,10
4a5dd4ab45,209,0.0,0
0eacc93ff3,394,0.47867856092539945,5
ea3cdbd7cd,704,0.10195078913831977,2
811ebdcc4b,678,0.042446818939319675,1
aa36cc5b96,818,0.0,0
1bf062bda2,921,0.3064405450446035,4
2d20ee4eff,711,0.09812763454563278,1
1804a4c064,713,0.8334477012057642,9
16e308dbc3,313,0.8507989412802667,9
2fa330e8fd,252,0.0,0
5bbcd70d2f,724,0.0,0
3fd0ef2d38,660,0.02636996372904617,1
cef624f327,177,0.0,0
12bf4f2d3b,728,0.0,0
e437c3912d,523,0.5869032447799235,6
8a02b4a1b7,630,0.0,0
f170afca54,417,0.0,0
20894faad9,777,0.0,0
2af3c055b2,502,0.1103813351632193,2
27a240a570,135,0.0,0
2e69b6eb16,426,0.0,0
c67832ba86,676,0.0,0
253ee294d9,340,0.0,0
73a2f6fb22,642,0.2918341339084404,3
ca6bdbc405,337,0.0,0
026b509cd4,150,0.0,0
9a672bfb51,642,0.9902950691108715,10
99bf605daa,495,0.8307028722674248,9
d31e3fbfdc,166,0.0,0
9ad32f3c66,481,0.7095382805607293,8
9ade7d33f2,831,0.0,0
930a21d485,879,0.0,0
eb958a5cc8,615,0.0,0
055ec918b9,421,0.508773649642192,6
5ce554e890,313,9.802960494069208e-05,1
3c9931bca2,706,0.0780315655327909,1
173dd2f369,384,0.0,0
d45b4f3b85,531,0.33055582786001375,4
335474f8ec,610,0.5331830212724242,6
f7e555a0aa,617,0.33467307126752277,4
638d8572e9,336,0.921674345652387,10
20b26a6ea7,496,0.0,0
268d39db25,631,0.8339378492304677,9
3e1c11cfa8,613,0.5037741397902167,6
cf706fb35a,682,0.7810018625624938,8
6d1afa9d46,569,0.0,0
e98557c9f3,492,0.48485442603666307,5
082d2910a8,556,0.008136457210077443,1
e8757626a1,210,0.0,0
2ae425e5a3,340,0.6799333398686404,7
211fc910da,336,0.0,0
df56e7aaad,458,0.0,0
687dd94fee,813,0.0,0
ac90c088ee,202,0.0,0
8b09c914be,590,0.0,0
d17f801011,846,0.0,0
52667992f8,378,0.8514851485148515,9
9ce55dc2c9,786,0.16321929222625234,2
bfb0e22b53,311,0.3765317125771983,4
58135d5189,710,0.0,0
8a58fe70f8,952,0.0,0
4bd876a71c,306,0.0,0
bab30e51b8,333,0.0,0
4f3368a855,682,0.004999509851975297,1
8db5bf9be2,437,0.23468287422801687,3
1439570aec,529,0.0,0
246d86ba32,488,0.9879423585922948,10
9790f7880b,544,0.6721890010783257,7
d99612d949,494,0.0,0
35bbf1302b,596,0.005881776296441525,1
81491224d7,497,0.0,0
ce1f9711bc,762,0.0,0
502b97b954,704,0.0,0
fd51e63c83,766,0.2595823938829527,3
6ea5191e2a,591,0.13096755220076464,2
f9a3d103d7,808,0.6750318596216057,7
ea9dfe6f60,590,0.10126458190373493,2
0280db420c,433,0.8043329085383786,9
c5caa57f2f,488,0.0,0
2af008d773,560,0.6003333006567984,7
8bc707feee,520,0.6993432016468973,7
3ed6168b22,542,0.556514067248309,6
27870bb184,425,0.15331830212724243,2
ba1287cb48,566,0.7821782178217822,8
437fbb64d4,657,0.0,0
43a9c21cea,588,0.0,0
9898ce93d6,410,0.571806685619057,6
4279e747a0,520,0.0,0
44e3f20074,433,0.7176747377708068,8
613fb95edf,616,0.7477698264875993,8
2b723b8474,153,0.0,0
e204511fd2,167,0.2936966964023135,3
1a4278325d,501,0.0,0
25dc959ebd,153,0.0,0
9ae45b19d3,687,0.0,0
d308ec69d3,736,0.5591608665817077,6
ed52743a1b,277,0.0,0
2ee6e81e4b,472,0.5677874718164886,6
86f2fd7025,509,0.31457700225468094,4
6a6b42a6f2,837,0.27565924909322614,3
bce4cdea7f,723,0.0,0
8d839a365b,461,0.0,0
065ce5590e,765,0.0,0
11a54f2eff,820,0.0,0
25143d7837,452,0.3068326634643662,4
21d01a8e82,264,0.0,0
1495558064,495,0.659347122831095,7
f0e99e9761,550,0.7115969022644839,8
e86361f5d1,541,0.8176649348103127,9
a4e90eef39,463,0.0,0
cfe4dd9f7e,804,0.0,0
5c87971507,867,0.0,0
697af33de9,354,0.0,0
5446a64ba5,498,0.331732183119302,4
a39388bd3f,372,0.0,0
0642bbbc5f,150,0.0,0
95bdc8b506,579,0.0,0
71ef380e21,343,0.8641309675522008,9
3bd3216e16,607,0.0,0
358b9acfb5,705,0.1797862954612293,2
bea9b0571b,366,0.9469659837270856,10
5bb48ef0ea,454,0.9955886677776689,10
36ad52a2e8,544,0.562885991569454,6
5fe4e3f5e6,616,0.0,0
e1ce826217,719,0.9865699441231252,10
7e40cdf1f3,746,0.9775512204685816,10
39a05bf91f,749,0.013528085481815508,1
cb677fab7a,525,0.3443780021566513,4
dae96d99b2,126,0.0,0
f87154ea7b,460,0.2155671012645819,3
91a0ac314c,550,0.0,0
d2ea97ca4e,522,0.695029899029507,7
0aabdb423e,806,0.6403293794726007,7
90f37a2a28,490,0.0,0
60bbd166a4,552,0.0,0
6e3c46c2d3,214,0.0,0
75fb579aa2,562,0.8248210959709832,9
ca511bc319,600,0.7442407607097343,8
7af84fef71,496,0.12547789432408588,2
76e1428103,400,0.19027546318988334,2
6e1bb2e64a,668,0.02862464464268209,1
a7f7a964f5,339,0.0,0
89097ab99b,671,0.38839329477502205,4
7df431274e,594,0.0,0
a24080b4a0,316,0.16076855210273502,2
96d917e53d,528,0.0,0
e24e9afdd1,232,0.0,0
38e018ea0f,721,0.006469953926085678,1
3ca252f526,435,0.9850014704440742,10
d82b80a555,617,0.999019703950593,10
851498c095,269,0.37339476521909615,4
3501da04b2,271,0.0,0
4766b51055,640,0.0014704440741103812,1
6a57dfd211,635,0.0,0
a5c6cde207,614,0.0,0
ca78405cea,403,0.14577002254680912,2
40aaac97b1,551,0.20654837761003822,3
9a6cf411ff,574,0.16194490736202333,2
b2d7897c35,107,0.0,0
96998d1ad9,720,0.0,0
ed081aa065,687,0.060974414273110476,1
8b44342fd9,948,0.9587295363199686,10
61eb86f1ad,720,0.0,0
91b91fd79b,274,0.7036565042642878,8
d2c800e9f5,339,0.39339280462699733,4
38dfaadc68,301,0.0,0
e53c2e8771,600,0.9765709244191746,10
a8503e0dc8,755,0.6780707773747672,7
1abf3d7f60,649,0.9850995000490148,10
c37f7c51e9,586,9.802960494069208e-05,1
aeba5383e4,352,0.7326732673267327,8
63193879b4,127,0.5637682580139202,6
c20069b110,231,0.0,0
c43b8533c4,150,0.0,0
2b76b47947,490,0.47397313988824624,5
395726930f,613,0.0,0
c0aa0c7b66,837,0.0,0
7796858a9b,442,0.8485442603666308,9
4b3502ca99,402,0.8638368787373787,9
2fd6d25adb,129,0.16272914420154888,2
822043d604,748,0.05352416429761788,1
044106f759,615,0.6738555043623174,7
c701db91e2,359,0.7949220664640722,8
178d777950,599,0.0,0
caccd6708f,747,0.7326732673267327,8
1a8a17f220,120,0.0,0
7f01757d4c,602,0.2847760023527105,3
bfc47bbe13,351,0.0,0
966fb0cdbb,427,0.7973728065875895,8
7ede03dede,351,0.6791491030291148,7
a18073f2a2,407,0.0,0
90d2cdb32d,266,0.0,0
61b42f8f0e,339,0.8337417900205862,9
f5a0acc480,352,0.08616802274286835,1
c9c0097eff,595,0.0007842368395255367,1
816c9d6d5d,666,0.003234976963042839,1
2e8bf3f7b3,687,0.05979805901382217,1
00441f1cf2,330,0.0,0
d0cba16846,559,0.15302421331242036,2
d30e73de0c,365,0.6369963729046172,7
1f805e4733,536,0.4958337417900206,5
7eb42fe5ec,389,0.0,0
526d63530a,345,0.20252916380746985,3
46b7364b81,451,0.8565826879717675,9
1af44a9db0,522,0.35104401529261836,4
b45f9383e9,198,0.5779825507303206,6
7c6221dbb8,226,0.0,0
44425dc49d,342,0.0,0
2fb152d905,499,0.1969414763258504,2
368767c9fd,261,0.0,0
b13f0dbc84,704,0.08499166748358004,1
6d2a5a2fe2,242,0.04107440447014998,1
ea2f1fa62f,532,0.3975100480345064,4
c4b05c2eaa,498,0.7883540829330458,8
9a4f625408,825,0.9981374375061268,10
3ee87f1ea6,219,0.21488089402999705,3
d6437d0c25,291,0.0,0
76c76f8056,621,0.15047544358396236,2
9a1fbef3e3,631,0.41593961376335653,5
2596227117,430,0.1312616410155867,2
49fe2ee7ba,546,0.5211253798647192,6
89e7c93d0c,301,0.41564552494853446,5
6b377327b1,399,0.5678855014214292,6
71c0fd5516,571,0.0,0
868e7a70ae,286,0.0,0
a446aa0ac8,834,0.0013724144691696892,1
33dfe8b243,588,0.5223017351240075,6
b461a5b584,365,9.802960494069208e-05,1
a19163fc11,248,0.0,0
cb4f7abe67,183,0.9900990099009901,10
5343d4837c,700,0.42554651504754437,5
500683ce7e,830,0.062150769532398786,1
37e16a5404,539,0.9931379276541515,10
287d035464,693,0.0,0
adf2a57778,702,0.5690618566807176,6
bc5ee94de7,128,0.48671698853053624,5
eeb18519bc,826,0.0,0
14152a6731,695,0.7473777080678364,8
ad297bfd03,261,0.0,0
976eb05465,692,0.9176551318498186,10
0df9f16bc9,847,0.909910793059504,10
e2e4fcf83e,798,0.2083129104989707,3
d7e93ff9c2,348,0.0,0
fa08ffa6fb,468,0.0,0
ce0e9def63,710,0.009508871679247133,1
13483cd62a,472,0.6812077247328693,7
d3fdfb9e8f,689,0.0,0
b04c03e3d4,347,0.0,0
32f4fd66ae,655,0.0,0
6d4fca6a35,443,0.009606901284187825,1
12d09b9fa4,444,0.316145475933732,4
5fc8bb94aa,187,0.6345456327810999,7
e0cfbbcb0c,733,0.2790902852661504,3
11a14b9fcd,307,0.005783746691500833,1
010ee525b6,130,0.0,0
f4f0fd932e,301,0.29683364376041566,3
7e58c5a1f6,398,0.001960592098813842,1
a65aa82e0a,504,0.0,0
c0ffa90c4a,467,0.0,0
7c6f76a267,369,0.0030389177531614546,1
5395202313,705,0.7193412410547986,8
438443e0d3,316,0.0,0
e26c381bd4,397,0.0,0
3bbf82fc28,406,0.0,0
cd5c9532e4,630,0.4573081070483286,5
bce104494c,870,0.7948240368591315,8
ddd0be8fd5,88,0.0,0
60b7303d20,213,0.0,0
904f3fc07a,792,0.5380845015194589,6
78299d7a47,885,0.0,0
abcc448c24,734,0.8122733065385747,9
cc2da77c17,350,0.0903832957553181,1
466030918d,411,0.013233996666993432,1
7fc1ce1cb4,234,0.33986864032937947,4
8b5232fcfa,772,0.0,0
db0238e5c7,288,0.0,0
74ab2a9b1a,240,0.0,0
bd20d18369,513,0.24889716694441721,3
2ffea0c397,429,0.0,0
c95d3f1510,610,0.5500441133222234,6
23eb8cfbc0,799,0.2613469267718851,3
8811181716,301,0.4836780707773748,5
d0bbe4fd97,847,0.504950495049505,6
4d6121dae0,263,0.4736790510734242,5
e61d42e6cf,365,0.9733359474561317,10
5b72ade49e,447,0.0,0
75ad49564c,402,0.11351828252132144,2
a9ebb78977,622,0.9021664542691893,10
886c96ffb8,583,0.5904323105577884,6
99aefa9443,516,0.3482011567493383,4
04711cb760,721,0.317419860797961,4
16b2119ffa,558,0.002156651308695226,1
066e0ce4c3,490,0.7807077737476718,8
3cf0203cfb,272,0.0,0
08dc3c9a23,588,0.0,0
bcae7b57ec,291,0.0,0
1aef65e24b,191,0.6924811293010489,7
f8ba90c991,88,0.0,0
7a9610078a,905,0.0,0
475fafb8e2,258,0.0,0
80363d0458,315,0.0,0
32273eef45,435,0.01882168414861288,1
530f759c6f,608,0.0,0
f6c49acac0,542,0.0,0
e7da2d7800,118,0.0,0
7db9b53d89,406,0.98725615135771,10
314db606fd,370,0.30555827860013723,4
3984ed8d4e,392,0.0,0
10b19bd1f8,353,0.0015684736790510733,1
0a7e067255,477,0.0,0
7cc53fe88b,452,0.8231545926869914,9
365abbdf77,651,0.7592392902656603,8
d2aa4238f7,819,0.0,0
a32a4a2256,506,0.66571904715224,7
deaa0ab2b8,570,0.12194882854622095,2
877f9dd0a7,262,0.0,0
2a00ecc904,417,0.0421527301244976,1
3ddb2ff7a4,835,0.0,0
12e859e91d,545,0.9760807763944711,10
4b0bf2f4a1,450,0.0,0
52aa9a9703,744,0.0,0
85cf79a2cb,628,0.0,0
e045664b46,612,0.0034310361729242233,1
07ac7e530f,638,0.0006862072345848446,1
b9fe322e38,630,0.02901676306244486,1
1a288f27bf,149,0.0,0
1d685060b2,432,0.0,0
6752a6815f,135,0.0,0
6ec6e26ddd,590,0.8205077933535928,9
35ba6f2faf,596,0.5151455739633369,6
071c81c9ad,429,0.0,0
d1f8ba2f02,378,0.16272914420154888,2
9447159eb7,275,0.3396725811194981,4
fe6e74532c,732,0.19605920988138417,2
36db23ceb8,787,0.102833055582786,2
39400e0443,804,0.0,0
2a6477aee8,290,0.25556318008038426,3
7b9facc0aa,462,0.0,0
0c0f001366,390,0.024115282815410255,1
7524d9b7bf,485,0.5757278698166847,6
bb9ad7c38d,122,0.0,0
184356736e,592,0.09871581217527693,1
0243477802,261,0.0,0
690514a3e4,133,0.0,0
e8e8b96a84,782,0.0,0
3a3281b37d,387,0.3054602489951965,4
3ec0423139,753,0.0,0
99b602dde4,234,0.6766003333006568,7
504c4a71d2,576,0.0,0
6d46f994ac,676,0.0,0
3c35e3ad94,807,0.20909714733849621,3
6f438c26f8,206,0.0,0
393f2db0b0,359,0.13204587785511224,2
1544a0e952,425,0.08401137143417312,1
6c49b277aa,809,0.0,0
61bd2ee822,777,0.3436917949220665,4
e560423302,585,0.38221742966375843,4
4a7418a5e6,829,0.5736692481129301,6
9fe6cf976f,661,0.03568277619841192,1
9b29ca561d,349,0.1188118811881188,2
e23a93a95e,505,0.7398294284874032,8
97e2c6b5c5,698,0.5273012449759827,6
45180088a6,886,0.0,0
9b4aa94aed,676,0.0,0
db02a30bb8,348,0.5691598862856583,6
576fd5de16,191,0.0,0
ff1e8ed948,611,0.2727183609450054,3
aeebdd4350,836,0.0,0
ad2113ea1c,54,0.0,0
9e64fc57aa,516,0.34153514361337123,4
590e6bdbef,660,0.36780707773747673,4
24e98d224a,823,0.0,0
3cb59a4fdc,603,0.5544554455445545,6
b329b390e4,800,0.23066366042544847,3
29fd4ba626,671,0.0,0
c0a37fef54,850,0.6459170669542201,7
f646560aa9,938,0.0,0
96857148ca,444,0.4003529065777865,5
c112748161,396,0.0,0
ea7425da00,656,0.0,0
e05db130be,189,0.0,0
4cfee4b097,560,0.7270855798451132,8
b24d3673e1,945,0.6039603960396039,7
855f399924,454,0.0059798059013822175,1
6c45d80d1e,334,9.802960494069208e-05,1
17dd87aefa,534,0.8917753161454759,9
114d62da56,458,0.4299578472698755,5
80694aa70f,476,0.052641897853151653,1
3a7bbd73af,82,0.0,0
7f826d312e,406,0.2998725615135771,3
eaefc56247,455,0.05911185177923733,1
fadd6aa446,283,0.5686697382609548,6
2d5f4b0213,598,0.0,0
323882f716,144,0.0035290657778649153,1
70c082d59e,248,0.08528575629840211,1
db1eeaebb4,693,0.44054504460347027,5
a1b5786252,451,0.0,0
58ad72a266,245,0.9999019703950593,10
4f349b5ab8,148,0.0,0
190febf6cd,586,0.09106950298990295,1
07bb074759,478,0.0,0
6a0f5a8b42,569,0.3087932555631801,4
2c45b152f1,312,0.5309283403587883,6
d96af7c9cc,824,0.0,0
2fb6791298,159,0.0,0
a1526d3c6e,200,0.965297519850995,10
1d93cf8169,769,0.0,0
fc1ca2fbc8,260,0.5204391726301343,6
977f897477,530,0.04029016763062445,1
